{u'isTweet': False, u'conll': u'You . . \ncan . . \nfind . . \nour . . \nIcefog . . B_MALWARE\nAPT . . \nanalysis . . \nand . . \ndetailed . . \nreport . . \nhere . . \n. . . \n', u'malware': [u'icefog'], u'uniqMalware': [u'Macfog', u'Dagger Panda', u'Icefog'], u'docID': u'KjmiRO', u'numMalwareMentions': 20, u'created': u'2015-09-11T08:58:42.210698', u'numUniqueMalware': 3, u'sentence': u'You can find our Icefog APT analysis and detailed report here .', u'sentence_type': u'DanielMeningar', u'random': 0.9771767990628093, u'title': u'The Icefog APT Hits US Targets With Java Backdoor', u'_id': u'411f4897ad2b9016af88c1fc6355a550'}
{u'isTweet': False, u'conll': u'Taidoor . . B_MALWARE\nis . . \na . . \ncampaign . . \nwhich . . \nemployed . . \nmalicious . . \n. . . \n', u'malware': [u'taidoor'], u'uniqMalware': [u'Gh0st RAT', u'Ixeshe', u'Taidoor'], u'docID': u'ONzC0V', u'numMalwareMentions': 7, u'created': u'2015-09-11T09:12:04.450847', u'numUniqueMalware': 3, u'sentence': u'Taidoor is a campaign which employed malicious .', u'sentence_type': u'DanielMeningar', u'random': 0.22172613170862454, u'title': u'Messaging Application LINE Used as a Decoy for Targeted Attack', u'_id': u'c5168663431ac9fd5629780b2d06718c'}
{u'isTweet': False, u'conll': u'Microsoft . . \nof . . \nbeing . . \nthe . . \nman . . \nbehind . . \nthe . . \nKelihos . . B_MALWARE\n. . . \n', u'malware': [u'kelihos'], u'uniqMalware': [u'Waledac - Kelihos'], u'docID': u'JW6CFL', u'numMalwareMentions': 7, u'created': u'2015-09-11T09:13:41.455627', u'numUniqueMalware': 1, u'sentence': u'Microsoft of being the man behind the Kelihos botnet', u'sentence_type': u'DanielMeningar', u'random': 0.667375004490171, u'title': u'Microsoft settles with Sabelnikov over the Kelihos botnet', u'_id': u'bcdf755073e15c471916cf4b2f0a7eaf'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n52 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nbin . . \nnull . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:52] Checking for file '/usr/bin/null' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:49.187862', u'random': 0.6761863196656676, u'sentence_type': u'negative_crowdflower', u'_id': u'd62326afe90bbce7cb84f285989b1697'}
{u'isTweet': u'', u'conll': u'167 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \nlogger . . \nsilence . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'167 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/logger_silence.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:53.912319', u'random': 0.4104028433128285, u'sentence_type': u'negative_crowdflower', u'_id': u'3b0909a1301be52a0d48f9d9a68cacf5'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n44 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nproc . . \nfuckit . . \nsystem . . \nbins . . \ninit . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:44] Checking for file '/dev/proc/fuckit/system-bins/init' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:56.102832', u'random': 0.06255493081380348, u'sentence_type': u'negative_crowdflower', u'_id': u'814fedc755f8ca02e4b1ec14bc9373ca'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n40 . . \nChecking . . \nfor . . \ndirectory . . \ndev . . \npts . . \n01 . . \netc . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:40] Checking for directory '/dev/pts/01/etc' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:58.887673', u'random': 0.3475757536852828, u'sentence_type': u'negative_crowdflower', u'_id': u'524a1c8aee5578d15571e2f6ebe830cd'}
{u'isTweet': u'', u'conll': u'453 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \ncore . . \next . . \nstring . . \noutput . . \nsafety . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'453 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/core_ext/string/output_safety.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:09.426212', u'random': 0.7141753517332425, u'sentence_type': u'negative_crowdflower', u'_id': u'33adee29f10fb30882b3794a7a73ec96'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n50 . . \nChecking . . \nfor . . \nfile . . \ndev . . \ntux . . \npw . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:50] Checking for file '/dev/tux/.pw' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:09.547163', u'random': 0.7808314409499554, u'sentence_type': u'negative_crowdflower', u'_id': u'742a45c9c9fd8a139008aee3e2fec563'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n20 . . \nChecking . . \nfor . . \ndirectory . . \ndev . . \n0 . . \nbackup . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:20] Checking for directory '/dev/..0/backup' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:21.588778', u'random': 0.13205508398939714, u'sentence_type': u'negative_crowdflower', u'_id': u'f88203e8a78ec81a8a72fe5d524ab700'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n13 . . \n08 . . \nChecking . . \nfor . . \ndirectory . . \nvar . . \nrun . . \ntmp . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:13:08] Checking for directory '/var/run/.tmp' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:25.387288', u'random': 0.5847669287468306, u'sentence_type': u'negative_crowdflower', u'_id': u'e00d75d82b77c3deae195a28eb80e14d'}
{u'isTweet': u'', u'conll': u'This . . \nwas . . \nnot . . \nthe . . \nonly . . \nimage . . \nincluded . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'This was not the only image included .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:27.820800', u'random': 0.9784149388033909, u'sentence_type': u'negative_crowdflower', u'_id': u'60dfff7738be91978170eeafe1f368e1'}
{u'isTweet': u'', u'conll': u'Read . . \nmore . . \nin . . \nthe . . \nfull . . \narticle . . \nhere . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'Read more in the full article here .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:35.002827', u'random': 0.25501356565740396, u'sentence_type': u'negative_crowdflower', u'_id': u'f979f7fe4ce952662fdc29248645b156'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n50 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nman . . \nman1 . . \nxxxxxxbin . . \nstrings . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:50] Checking for file '/usr/man/man1/xxxxxxbin/strings' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:39.725837', u'random': 0.1951897221611396, u'sentence_type': u'negative_crowdflower', u'_id': u'6d331f50572f9615972309790235f8d1'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n49 . . \nChecking . . \nfor . . \nfile . . \ndev . . \npts . . \n01 . . \n55ps . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:49] Checking for file '/dev/pts/01/55ps' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:22:57.459768', u'random': 0.18394720379017715, u'sentence_type': u'negative_crowdflower', u'_id': u'4c6f9371e11d6ec62e92bc1b48fc2a90'}
{u'isTweet': u'', u'conll': u'isset . . \ndata . . \ncnm . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"isset ( $data [ 'cnm' ] ) ) ?", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:23:20.654838', u'random': 0.16123742695962173, u'sentence_type': u'negative_crowdflower', u'_id': u'260e0403b187af4622dc25778d5079fd'}
{u'isTweet': u'', u'conll': u'361 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \narel . . \n5 . . \n0 . . \n1 . . \n20140414130214 . . \nlib . . \narel . . \nnodes . . \nupdate . . \nstatement . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'361 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/arel -5.0 .1 .20140414130214 /lib/arel/nodes/update_statement.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:23:28.388909', u'random': 0.07702282474013589, u'sentence_type': u'negative_crowdflower', u'_id': u'1cab6f7fa7aa3c6d798affcda6340d1f'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n42 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nlib . . \nlib . . \nscan . . \nbindname . . \nlog . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:42] Checking for file '/dev/.lib/lib/scan/bindname.log' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:23:42.581450', u'random': 0.6243313137957561, u'sentence_type': u'negative_crowdflower', u'_id': u'693b14378ef5dbb8012ee871eba35432'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n35 . . \nChecking . . \nfor . . \nfile . . \nlib . . \nso . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:35] Checking for file '/lib/.so' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:23:45.399105', u'random': 0.4497209164662702, u'sentence_type': u'negative_crowdflower', u'_id': u'18f6255b6439e3b815f07de3482ea9a6'}
{u'isTweet': u'', u'conll': u'347 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \narel . . \n5 . . \n0 . . \n1 . . \n20140414130214 . . \nlib . . \narel . . \nvisitors . . \norder . . \nclauses . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'347 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/arel -5.0 .1 .20140414130214 /lib/arel/visitors/order_clauses.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:23:45.762347', u'random': 0.05764647591276162, u'sentence_type': u'negative_crowdflower', u'_id': u'd16829da08240f4c8471a98eb95c8667'}
{u'isTweet': u'', u'conll': u'Please . . \nhelp . . \nme . . \nout . . \non . . \nthis . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'Please help me out on this .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:15.037095', u'random': 0.5674177073472753, u'sentence_type': u'negative_crowdflower', u'_id': u'cb6db6f13a58fb565204dfb7f65860a2'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n25 . . \nChecking . . \nfor . . \nfile . . \nlib . . \nlibsh . . \nso . . \nshhk . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:25] Checking for file '/lib/libsh.so/shhk' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:19.310945', u'random': 0.24418153159033373, u'sentence_type': u'negative_crowdflower', u'_id': u'5f7f33d97fea75d34905f059b0d7bfbd'}
{u'isTweet': u'', u'conll': u'You . . \nneed . . \nJavaScript . . \nenabled . . \nto . . \nview . . \nit . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'You need JavaScript enabled to view it .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:33.572941', u'random': 0.9755225762950395, u'sentence_type': u'negative_crowdflower', u'_id': u'fa7f6ac3e728b896708aa3d526751eb2'}
{u'isTweet': u'', u'conll': u'It . . \nis . . \navailable . . \nfor . . \nWindows . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'It is available for Windows Linux', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:37.950287', u'random': 0.08893397440893291, u'sentence_type': u'negative_crowdflower', u'_id': u'e34111c4b3b462cf9e569906ce328ad6'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n55 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nsrc . . \nputa . . \n1file . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:55] Checking for file '/usr/src/.puta/.1file' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:41.466759', u'random': 0.20791668877910774, u'sentence_type': u'negative_crowdflower', u'_id': u'fe351e0db3276233dfabf0d345010553'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n32 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \npstree . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:32] Checking for file '/usr/lib/.../pstree' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:46.816118', u'random': 0.434081976524182, u'sentence_type': u'negative_crowdflower', u'_id': u'8c62db08c689a12cd7c526716416f947'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n21 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \ndefs . . \nt . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:21] Checking for file '/usr/lib/defs/t' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:24:49.128715', u'random': 0.8927046536845524, u'sentence_type': u'negative_crowdflower', u'_id': u'b278e9bfbb44e9a8a988a18c72c3411c'}
{u'isTweet': u'', u'conll': u' . . \ngovernment . . \nand . . \nmilitary . . \nhackers . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u' government and military hackers .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:25:19.791427', u'random': 0.4548865518277585, u'sentence_type': u'negative_crowdflower', u'_id': u'fc94ed23ed620c26c2d47b9c250021e0'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n39 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \nlibigno . . \npkunsec . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:39] Checking for file '/usr/lib/.libigno/pkunsec' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:25:41.356841', u'random': 0.2971635618035211, u'sentence_type': u'negative_crowdflower', u'_id': u'33fcd43ef4db6e768042f4c9ba8381f5'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n27 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nlib . . \nlib . . \nlib . . \nin . . \ntelnetd . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:27] Checking for file '/dev/.lib/lib/lib/in.telnetd' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:26:25.369803', u'random': 0.13262724669264536, u'sentence_type': u'negative_crowdflower', u'_id': u'33fa1ee9b0ca7e56fe46b4b29d1ba177'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n42 . . \nChecking . . \nfor . . \nfile . . \nusr . . \ndoc . . \nkern . . \nava . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:42] Checking for file '/usr/doc/kern/ava' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:26:49.460317', u'random': 0.8292001005249551, u'sentence_type': u'negative_crowdflower', u'_id': u'8c706bad571ef46cfa54d9e4be1d0cf2'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n45 . . \nChecking . . \nfor . . \nfile . . \nlib . . \nsecurity . . \nconfig . . \nssh . . \nssh . . \nrandom . . \nseed . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:45] Checking for file '/lib/security/.config/ssh/ssh_random_seed' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:26:51.762046', u'random': 0.20831905340616808, u'sentence_type': u'negative_crowdflower', u'_id': u'c4d51fc1f96de45db16fafac6a1d061e'}
{u'isTweet': u'', u'conll': u'556 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactionview . . \n4 . . \n1 . . \n5 . . \nlib . . \naction . . \nview . . \nhelpers . . \ntag . . \nhelper . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'556 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/actionview -4.1 .5 /lib/action_view/helpers/tag_helper.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:26:55.999341', u'random': 0.7522235329646224, u'sentence_type': u'negative_crowdflower', u'_id': u'123ffc00998e3884be40d6314c9bd9d0'}
{u'isTweet': u'', u'conll': u'For . . \nmore . . \ninformation . . \nvisit . . \nwww . . \nsolutionary . . \ncom . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'For more information visit www.solutionary.com .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:26:59.893715', u'random': 0.36743698333321473, u'sentence_type': u'negative_crowdflower', u'_id': u'665519ae512ab62d4e4a0f476aa6fe4d'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n47 . . \nChecking . . \nfor . . \ndirectory . . \nvar . . \nlog . . \ntk02 . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:47] Checking for directory '/var/log/tk02' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:27:01.711626', u'random': 0.8684738251969031, u'sentence_type': u'negative_crowdflower', u'_id': u'954a2ec497992bbd60f8ba52904c401d'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n45 . . \nChecking . . \nfor . . \ndirectory . . \nusr . . \nlib . . \nzupzz . . \np2 . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:45] Checking for directory '/usr/lib/zupzz.p2' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:27:04.738266', u'random': 0.6214483275322936, u'sentence_type': u'negative_crowdflower', u'_id': u'a15643ba7be4c7eb26a886cc90efd3fe'}
{u'isTweet': u'', u'conll': u'For . . \nmore . . \ninformation . . \nvisit . . \nwww . . \nbelden . . \ncom . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'For more information visit www.belden.com .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:27:08.036627', u'random': 0.36929181416452694, u'sentence_type': u'negative_crowdflower', u'_id': u'bfed0982b4d415176ecfed9361a3500c'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n23 . . \nChecking . . \nfor . . \nfile . . \ncthulhu . . \nmood . . \nnt . . \nconf . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:23] Checking for file '/_cthulhu/mood-nt.conf' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:27:25.590986', u'random': 0.7389718924603914, u'sentence_type': u'negative_crowdflower', u'_id': u'dd970174b897f8ee46a7e7b7d2b4d2be'}
